,Unnamed: 0,CMPLNT_NUM,CMPLNT_FR_DT,OFNS_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,BORO_NM,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lat_Lon,STATION_NAME
568407,4072694,844793043,07/05/2019,DANGEROUS WEAPONS,COMPLETED,FELONY,MANHATTAN,988451.0,217993.0,40.765024079000064,-73.98483594999993,"(40.76502407900006, -73.98483594999993)",59 ST.-COLUMBUS CIRCLE
568503,4072793,383329502,07/08/2019,OFFENSES AGAINST PUBLIC ADMINI,COMPLETED,MISDEMEANOR,BROOKLYN,991144.0,187337.0,40.68087908200005,-73.97514568799994,"(40.68087908200005, -73.97514568799994)",BERGEN STREET
568522,4072812,935936768,07/02/2019,FORGERY,COMPLETED,FELONY,MANHATTAN,988886.0,207857.0,40.737203099000055,-73.98327259799999,"(40.737203099000055, -73.98327259799999)",14 STREET
568599,4072890,204209101,07/01/2019,OFF. AGNST PUB ORD SENSBLTY &,COMPLETED,MISDEMEANOR,BROOKLYN,979305.0,172965.0,40.64143240800007,-74.01781969799998,"(40.64143240800007, -74.01781969799998)",59 STREET
568609,4072900,989938649,07/05/2019,ROBBERY,COMPLETED,FELONY,BROOKLYN,994364.0,173034.0,40.64161740600008,-73.96355769299998,"(40.64161740600008, -73.96355769299998)",CORTELYOU ROAD
568621,4072912,358921161,07/02/2019,SEX CRIMES,COMPLETED,MISDEMEANOR,BROOKLYN,1008276.0,183623.0,40.670655072000045,-73.91339091999998,"(40.670655072000045, -73.91339091999998)",BROADWAY-EASTERN PKWY
568623,4072914,733881430,06/29/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,MANHATTAN,985903.0,201710.0,40.72033214100002,-73.994038162,"(40.72033214100002, -73.994038162)",BOWERY
568634,4072925,703011710,07/08/2019,ROBBERY,COMPLETED,FELONY,BROOKLYN,994821.0,177866.0,40.654879667000046,-73.96190341499994,"(40.654879667000046, -73.96190341499994)",PARKSIDE AVENUE
568657,4072948,392361311,07/08/2019,HARRASSMENT 2,COMPLETED,VIOLATION,MANHATTAN,984338.0,208351.0,40.738560221000064,-73.99968389599995,"(40.73856022100006, -73.99968389599996)",14 STREET
568688,4072979,193464127,07/02/2019,GRAND LARCENY,COMPLETED,FELONY,BROOKLYN,991330.0,187303.0,40.68078561300007,-73.97447511599995,"(40.68078561300007, -73.97447511599995)",GRAND ARMY PLAZA
568783,4073081,244734127,07/08/2019,HARRASSMENT 2,COMPLETED,VIOLATION,MANHATTAN,986553.0,207131.0,40.735211323000044,-73.99169139799993,"(40.735211323000044, -73.99169139799993)",UNION SQUARE
568786,4073084,856939816,06/01/2019,PETIT LARCENY,COMPLETED,MISDEMEANOR,BROOKLYN,995266.0,190743.0,40.69022360400004,-73.96027858599997,"(40.69022360400004, -73.96027858599997)",ATLANTIC AVENUE
568802,4073100,725844892,06/23/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BRONX,1007022.0,243322.0,40.834516921000045,-73.91770925599997,"(40.834516921000045, -73.91770925599997)",167 STREET
568804,4073102,320355285,07/08/2019,HARRASSMENT 2,COMPLETED,VIOLATION,MANHATTAN,990886.0,213048.0,40.751449824000076,-73.97605054499998,"(40.751449824000076, -73.97605054499998)",42 ST.-GRAND CENTRAL
568854,4073152,861748335,07/01/2019,DANGEROUS DRUGS,COMPLETED,MISDEMEANOR,MANHATTAN,985903.0,201710.0,40.72033214100002,-73.994038162,"(40.72033214100002, -73.994038162)",BOWERY
568907,4073205,644132720,07/07/2019,FELONY ASSAULT,COMPLETED,FELONY,MANHATTAN,989083.0,205732.0,40.731370390000045,-73.982563257,"(40.731370390000045, -73.982563257)",1 AVENUE
568936,4073234,323983938,07/01/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,MANHATTAN,999643.0,228852.0,40.79481676000006,-73.94440825399995,"(40.79481676000006, -73.94440825399995)",110 STREET
569006,4073304,209958323,05/03/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,MANHATTAN,999342.0,233575.0,40.807780622000045,-73.94548472699995,"(40.807780622000045, -73.94548472699995)",125 STREET
569137,4073438,513810252,04/24/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,MANHATTAN,999342.0,233575.0,40.807780622000045,-73.94548472699995,"(40.807780622000045, -73.94548472699995)",125 STREET
569409,4073717,599818115,07/03/2019,HARRASSMENT 2,COMPLETED,VIOLATION,MANHATTAN,982806.0,201821.0,40.72063684600005,-74.00521077799993,"(40.72063684600005, -74.00521077799993)",CANAL STREET
569415,4073731,690190673,07/07/2019,ROBBERY,COMPLETED,FELONY,MANHATTAN,989294.0,215445.0,40.75803003100003,-73.98179465299995,"(40.75803003100003, -73.98179465299995)",47-50 STS./ROCKEFELLER CTR.
569540,4073856,716982322,07/05/2019,OFFENSES AGAINST PUBLIC ADMINI,COMPLETED,MISDEMEANOR,MANHATTAN,987866.0,214721.0,40.75604353500006,-73.98694954399997,"(40.75604353500006, -73.98694954399997)",42 ST.-TIMES SQUARE
569546,4073863,888033069,07/04/2019,GRAND LARCENY,COMPLETED,FELONY,BRONX,1013465.0,254827.0,40.86607576000005,-73.89437578699994,"(40.86607576000005, -73.89437578699994)",KINGSBRIDGE ROAD
569551,4073868,252219135,07/02/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BROOKLYN,983024.0,177659.0,40.654317721000034,-74.00441992599998,"(40.654317721000034, -74.00441992599998)",36 STREET
569672,4073991,855984168,07/09/2019,OFFENSES AGAINST PUBLIC ADMINI,COMPLETED,MISDEMEANOR,BROOKLYN,1011359.0,174331.0,40.645141680000044,-73.90231447799994,"(40.645141680000044, -73.90231447799994)",ROCKAWAY PKWY-CANARSIE
569678,4073997,146590839,05/13/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,MANHATTAN,999342.0,233575.0,40.807780622000045,-73.94548472699995,"(40.807780622000045, -73.94548472699995)",125 STREET
569729,4074050,410960601,06/02/2019,OFF. AGNST PUB ORD SENSBLTY &,COMPLETED,MISDEMEANOR,MANHATTAN,994029.0,227703.0,40.791671060000056,-73.96468538699997,"(40.791671060000056, -73.96468538699997)",96 STREET
569899,4074220,966767119,07/07/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BRONX,1013465.0,254827.0,40.86607576000005,-73.89437578699994,"(40.86607576000005, -73.89437578699994)",KINGSBRIDGE ROAD
569940,4074263,608635851,07/03/2019,GRAND LARCENY,COMPLETED,FELONY,BROOKLYN,988089.0,190305.0,40.689027417000034,-73.98615855199995,"(40.689027417000034, -73.98615855199995)",HOYT-SCHERMERHORN
569953,4074276,589053957,07/06/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,MISDEMEANOR,BROOKLYN,1021568.0,185710.0,40.676337363000066,-73.86546353999995,"(40.676337363000066, -73.86546353999995)",GRANT AVENUE
569970,4074293,527142107,07/03/2019,OFFENSES AGAINST PUBLIC ADMINI,COMPLETED,MISDEMEANOR,BROOKLYN,998767.0,169858.0,40.632893841000055,-73.94769920999995,"(40.632893841000055, -73.94769920999995)",FLATBUSH AVE.-BROOKLYN COLLEGE
569997,4074321,763313114,07/09/2019,DANGEROUS DRUGS,COMPLETED,FELONY,MANHATTAN,982103.0,198029.0,40.71022856800005,-74.00774568899999,"(40.71022856800005, -74.00774568899999)",BROADWAY/NASSAU
570016,4074340,137092267,06/30/2019,SEX CRIMES,COMPLETED,FELONY,QUEENS,996793.0,210001.0,40.74308016800006,-73.95473646099998,"(40.74308016800006, -73.95473646099998)",45 ROAD-COURT HOUSE SQUARE
570057,4074381,296634754,05/21/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,MANHATTAN,999342.0,233575.0,40.807780622000045,-73.94548472699995,"(40.807780622000045, -73.94548472699995)",125 STREET
570116,4074441,812652720,07/08/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,MANHATTAN,1001575.0,232339.0,40.804384046000045,-73.93742166899995,"(40.804384046000045, -73.93742166899995)",125 STREET
570121,4074447,404893174,07/07/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BRONX,1013465.0,254827.0,40.86607576000005,-73.89437578699994,"(40.86607576000005, -73.89437578699994)",KINGSBRIDGE ROAD
570210,4074537,104790997,07/04/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,MISDEMEANOR,BROOKLYN,977127.0,168577.0,40.62938679500007,-74.02566302399998,"(40.62938679500007, -74.02566302399998)",77 STREET
570245,4074572,841922037,07/08/2019,GRAND LARCENY,COMPLETED,FELONY,BRONX,1009494.0,247830.0,40.846883343000044,-73.908759117,"(40.84688334300005, -73.908759117)",174-175 STREETS
570263,4074591,429110414,06/26/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BROOKLYN,1011975.0,185903.0,40.67690234600008,-73.90004715099997,"(40.67690234600008, -73.90004715099997)",ALABAMA AVENUE
570283,4074612,483278470,06/25/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,MANHATTAN,985903.0,201710.0,40.72033214100002,-73.994038162,"(40.72033214100002, -73.994038162)",BOWERY
570295,4074624,885117176,07/03/2019,OFFENSES INVOLVING FRAUD,COMPLETED,MISDEMEANOR,BROOKLYN,987772.0,191476.0,40.69224167400005,-73.987300996,"(40.69224167400005, -73.987300996)",JAY STREET-BOROUGH HALL
570345,4074674,953541987,04/02/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,BROOKLYN,987772.0,191476.0,40.69224167400005,-73.987300996,"(40.69224167400005, -73.987300996)",JAY STREET-BOROUGH HALL
570370,4074699,906947539,07/06/2019,DANGEROUS DRUGS,COMPLETED,MISDEMEANOR,MANHATTAN,987078.0,215157.0,40.757240531000036,-73.98979363699993,"(40.757240531000036, -73.98979363699993)",42 ST.-PORT AUTHORITY BUS TERM
570429,4074759,971374975,07/08/2019,SEX CRIMES,COMPLETED,MISDEMEANOR,MANHATTAN,985679.0,213954.0,40.75393893800003,-73.99484365499995,"(40.75393893800003, -73.99484365499995)",42 ST.-TIMES SQUARE
570524,4074854,394822656,07/08/2019,HARRASSMENT 2,COMPLETED,VIOLATION,BROOKLYN,984869.0,185103.0,40.67474991700004,-73.99776989499998,"(40.67474991700004, -73.99776989499998)",SMITH-9 STREETS
570531,4074861,780796629,05/16/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,MANHATTAN,999342.0,233575.0,40.807780622000045,-73.94548472699995,"(40.807780622000045, -73.94548472699995)",125 STREET
570587,4074920,467205055,07/04/2019,PETIT LARCENY,COMPLETED,MISDEMEANOR,BROOKLYN,989387.0,190637.0,40.68993802200004,-73.98147789399997,"(40.68993802200004, -73.98147789399997)",DEKALB AVENUE
570659,4074993,721919009,07/02/2019,FORGERY,COMPLETED,FELONY,BROOKLYN,989472.0,148971.0,40.57557363000007,-73.98120362499998,"(40.57557363000007, -73.98120362499998)",STILLWELL AVENUE-CONEY ISLAND
570697,4075032,364166117,05/17/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,MANHATTAN,999342.0,233575.0,40.807780622000045,-73.94548472699995,"(40.807780622000045, -73.94548472699995)",125 STREET
570701,4075036,831414177,06/30/2019,GRAND LARCENY,COMPLETED,FELONY,MANHATTAN,983728.0,201372.0,40.719404551000025,-74.00188456299998,"(40.719404551000025, -74.00188456299998)",CANAL STREET
570813,4075156,626684832,07/02/2019,FRAUDS,COMPLETED,MISDEMEANOR,MANHATTAN,989419.0,215672.0,40.75865301700002,-73.98134327899999,"(40.75865301700002, -73.98134327899999)",47-50 STS./ROCKEFELLER CTR.
570834,4075177,460706027,07/09/2019,HARRASSMENT 2,COMPLETED,VIOLATION,QUEENS,999983.0,211359.0,40.74680243800003,-73.94322126299994,"(40.74680243800003, -73.94322126299994)",COURT SQUARE
570862,4075205,591954116,06/28/2019,HARRASSMENT 2,COMPLETED,VIOLATION,MANHATTAN,993063.0,216978.0,40.76223477100008,-73.96818808299997,"(40.762234771000074, -73.96818808299997)",LEXINGTON AVE.
570891,4075234,259973976,07/05/2019,FELONY ASSAULT,COMPLETED,FELONY,MANHATTAN,981604.0,198068.0,40.71033547800005,-74.00954559999997,"(40.71033547800005, -74.00954559999997)",FULTON STREET
570918,4075261,461658207,05/03/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,BROOKLYN,987772.0,191476.0,40.69224167400005,-73.987300996,"(40.69224167400005, -73.987300996)",JAY STREET-BOROUGH HALL
570987,4075331,944679388,04/03/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,MANHATTAN,999342.0,233575.0,40.807780622000045,-73.94548472699995,"(40.807780622000045, -73.94548472699995)",125 STREET
571023,4075368,100114155,06/25/2019,GRAND LARCENY,COMPLETED,FELONY,BROOKLYN,989387.0,190637.0,40.68993802200004,-73.98147789399997,"(40.68993802200004, -73.98147789399997)",DEKALB AVENUE
571046,4075391,552653200,07/01/2019,GRAND LARCENY,COMPLETED,FELONY,BROOKLYN,998767.0,169858.0,40.632893841000055,-73.94769920999995,"(40.632893841000055, -73.94769920999995)",FLATBUSH AVE.-BROOKLYN COLLEGE
571063,4075408,412919728,07/01/2019,FELONY ASSAULT,COMPLETED,FELONY,QUEENS,1014244.0,211379.0,40.746820464000045,-73.89175345599993,"(40.746820464000045, -73.89175345599993)",ROOSEVELT AVE.-JACKSON HEIGHTS
571087,4075432,940380174,07/09/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,MANHATTAN,985145.0,203571.0,40.72544024600006,-73.99677244099996,"(40.72544024600006, -73.99677244099996)",BROADWAY/LAFAYETTE
571111,4075457,155389112,06/29/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,QUEENS,1013701.0,195936.0,40.70443503000007,-73.89378071399994,"(40.70443503000007, -73.89378071399994)",METROPOLITAN AVENUE
571168,4075516,430790020,07/05/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BROOKLYN,985510.0,169376.0,40.63158265700008,-73.99546196899995,"(40.63158265700008, -73.99546196899996)",55 STREET
571169,4075517,466837728,07/03/2019,OFFENSES AGAINST PUBLIC ADMINI,COMPLETED,MISDEMEANOR,MANHATTAN,990886.0,213048.0,40.751449824000076,-73.97605054499998,"(40.751449824000076, -73.97605054499998)",42 ST.-GRAND CENTRAL
571199,4075547,732187030,07/04/2019,ROBBERY,COMPLETED,FELONY,BRONX,1010580.0,259508.0,40.87893274100002,-73.90478798599996,"(40.87893274100002, -73.90478798599996)",231 STREET
571339,4075688,947601117,06/25/2019,HARRASSMENT 2,COMPLETED,VIOLATION,BROOKLYN,995908.0,183618.0,40.67066627200006,-73.95797590799998,"(40.67066627200006, -73.95797590799998)",FRANKLIN AVENUE
571435,4075786,380606000,05/31/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,MANHATTAN,997374.0,234664.0,40.81077276700007,-73.95259158999993,"(40.81077276700007, -73.95259158999993)",125 STREET
571493,4075845,316394048,07/01/2019,ADMINISTRATIVE CODE,COMPLETED,MISDEMEANOR,BROOKLYN,998704.0,195811.0,40.70412913900003,-73.947870547,"(40.70412913900003, -73.947870547)",LORIMER STREET
571608,4075967,461902529,07/04/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,MISDEMEANOR,BRONX,1025621.0,268476.0,40.90348934600007,-73.85034201899998,"(40.90348934600007, -73.85034201899998)",241 ST.-WAKEFIELD
571623,4075982,423947857,07/06/2019,PETIT LARCENY,COMPLETED,MISDEMEANOR,BROOKLYN,988089.0,190305.0,40.689027417000034,-73.98615855199995,"(40.689027417000034, -73.98615855199995)",HOYT-SCHERMERHORN
571708,4076067,454817022,07/04/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,MANHATTAN,983125.0,199091.0,40.71314369600003,-74.00405950599996,"(40.71314369600003, -74.00405950599996)",BROOKLYN BRIDGE-CITY HALL
571729,4076088,394177284,06/27/2019,FORGERY,COMPLETED,FELONY,BROOKLYN,1010287.0,186518.0,40.67859550700007,-73.90613035499997,"(40.67859550700007, -73.90613035499997)",BROADWAY-EAST NEW YORK
571792,4076154,947367274,06/27/2019,DANGEROUS DRUGS,COMPLETED,MISDEMEANOR,MANHATTAN,982466.0,197787.0,40.709564416000035,-74.00643628099994,"(40.709564416000035, -74.00643628099994)",FULTON STREET
571797,4076159,886510783,07/03/2019,GRAND LARCENY,COMPLETED,FELONY,MANHATTAN,987636.0,212439.0,40.74978011300004,-73.98778087399995,"(40.74978011300004, -73.98778087399995)",34 ST.-HERALD SQ.
571812,4076174,183555333,07/06/2019,HARRASSMENT 2,COMPLETED,VIOLATION,MANHATTAN,997374.0,234664.0,40.81077276700007,-73.95259158999993,"(40.81077276700007, -73.95259158999993)",125 STREET
571820,4076182,124752899,06/27/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,MISDEMEANOR,BROOKLYN,977722.0,170485.0,40.63462431100004,-74.02352130199995,"(40.63462431100004, -74.02352130199995)",BAY RIDGE AVENUE
571833,4076195,973126437,04/25/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,MANHATTAN,999342.0,233575.0,40.807780622000045,-73.94548472699995,"(40.807780622000045, -73.94548472699995)",125 STREET
571915,4076277,950944974,07/01/2019,HARRASSMENT 2,COMPLETED,VIOLATION,MANHATTAN,987078.0,215157.0,40.757240531000036,-73.98979363699993,"(40.757240531000036, -73.98979363699993)",42 ST.-PORT AUTHORITY BUS TERM
572003,4076368,501030070,07/03/2019,FORGERY,COMPLETED,FELONY,BROOKLYN,1019779.0,185370.0,40.675411501000035,-73.87191497999999,"(40.675411501000035, -73.87191497999999)",EUCLID AVENUE
572006,4076371,432989872,04/29/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,MANHATTAN,999342.0,233575.0,40.807780622000045,-73.94548472699995,"(40.807780622000045, -73.94548472699995)",125 STREET
572011,4076376,733052676,07/09/2019,THEFT OF SERVICES,COMPLETED,MISDEMEANOR,MANHATTAN,988886.0,207857.0,40.737203099000055,-73.98327259799999,"(40.737203099000055, -73.98327259799999)",14 ST.-UNION SQUARE
572052,4076417,235707274,06/28/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,MANHATTAN,982247.0,199062.0,40.71306394100003,-74.00722658699993,"(40.71306394100003, -74.00722658699993)",CITY HALL
572160,4076528,583776912,07/01/2019,OFF. AGNST PUB ORD SENSBLTY &,COMPLETED,MISDEMEANOR,BRONX,1020990.0,256795.0,40.87144920400005,-73.867158697,"(40.87144920400005, -73.867158697)",BURKE AVENUE
572185,4076553,832542743,07/05/2019,GRAND LARCENY,COMPLETED,FELONY,BROOKLYN,1005435.0,196875.0,40.70703601300004,-73.923590672,"(40.70703601300004, -73.923590672)",JEFFERSON STREET
572224,4076599,729513132,07/08/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BRONX,1011485.0,237929.0,40.819702045000035,-73.90160301699996,"(40.819702045000035, -73.90160301699996)",PROSPECT AVENUE
572287,4076663,387686083,07/09/2019,DANGEROUS DRUGS,COMPLETED,MISDEMEANOR,MANHATTAN,987078.0,215157.0,40.757240531000036,-73.98979363699993,"(40.757240531000036, -73.98979363699993)",42 ST.-PORT AUTHORITY BUS TERM
572364,4076742,331695215,07/02/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BROOKLYN,987772.0,191476.0,40.69224167400005,-73.987300996,"(40.69224167400005, -73.987300996)",JAY STREET-BOROUGH HALL
572368,4076746,352436406,07/05/2019,ROBBERY,COMPLETED,FELONY,BROOKLYN,1005983.0,186617.0,40.678878851000036,-73.92164721999995,"(40.678878851000036, -73.92164721999995)",RALPH AVENUE
572382,4076760,862400228,06/30/2019,GRAND LARCENY,COMPLETED,FELONY,BROOKLYN,1011359.0,174331.0,40.645141680000044,-73.90231447799994,"(40.645141680000044, -73.90231447799994)",ROCKAWAY PKWY-CANARSIE
572595,4076974,948624753,07/09/2019,FELONY ASSAULT,COMPLETED,FELONY,BRONX,1025621.0,268476.0,40.90348934600007,-73.85034201899998,"(40.90348934600007, -73.85034201899998)",241 ST.-WAKEFIELD
572869,4077251,222174980,07/06/2019,GRAND LARCENY,COMPLETED,FELONY,BRONX,1009763.0,233742.0,40.80821504500005,-73.90784040999995,"(40.80821504500005, -73.90784040999995)",EAST 143 ST.-ST. MARY'S STREET
572906,4077288,276480740,06/19/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BRONX,1019444.0,245654.0,40.840876814000076,-73.87280713299998,"(40.840876814000076, -73.87280713299998)",EAST 180 STREET
572941,4077330,722422167,07/09/2019,MISCELLANEOUS PENAL LAW,COMPLETED,FELONY,MANHATTAN,1001575.0,232339.0,40.804384046000045,-73.93742166899995,"(40.804384046000045, -73.93742166899995)",125 STREET
573040,4077430,918729134,05/15/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,MANHATTAN,999342.0,233575.0,40.807780622000045,-73.94548472699995,"(40.807780622000045, -73.94548472699995)",125 STREET
573076,4077469,168189600,07/02/2019,FORGERY,COMPLETED,FELONY,BROOKLYN,987772.0,191476.0,40.69224167400005,-73.987300996,"(40.69224167400005, -73.987300996)",JAY STREET-BOROUGH HALL
573194,4077587,554068591,07/09/2019,THEFT OF SERVICES,COMPLETED,MISDEMEANOR,MANHATTAN,987078.0,215157.0,40.757240531000036,-73.98979363699993,"(40.757240531000036, -73.98979363699993)",42 ST.-PORT AUTHORITY BUS TERM
573206,4077599,530750631,07/02/2019,SEX CRIMES,COMPLETED,FELONY,BROOKLYN,999634.0,190253.0,40.688872153000034,-73.94452903199993,"(40.688872153000034, -73.94452903199993)",NOSTRAND AVENUE
573207,4077600,286786185,06/22/2019,GRAND LARCENY,COMPLETED,FELONY,BROOKLYN,1010719.0,186857.0,40.679524703000034,-73.90457153799997,"(40.67952470300003, -73.90457153799997)",BROADWAY-EASTERN PKWY
573209,4077602,924708702,07/01/2019,PETIT LARCENY,COMPLETED,MISDEMEANOR,MANHATTAN,986848.0,212883.0,40.75099904800004,-73.99062471199994,"(40.75099904800004, -73.99062471199994)",33 STREET
573240,4077633,961778564,07/01/2019,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,MANHATTAN,999643.0,228852.0,40.79481676000006,-73.94440825399995,"(40.79481676000006, -73.94440825399995)",110 STREET
573258,4077651,990992228,01/09/2019,OFF. AGNST PUB ORD SENSBLTY &,COMPLETED,MISDEMEANOR,QUEENS,1016409.0,211680.0,40.74763902400008,-73.88393856599998,"(40.74763902400008, -73.88393856599998)",82 ST.-JACKSON HEIGHTS
573314,4077708,629366166,07/01/2019,GRAND LARCENY,COMPLETED,FELONY,BRONX,1017478.0,256069.0,40.86947047700004,-73.87986080399995,"(40.86947047700004, -73.87986080399996)",BEDFORD PK. BLVD.-LEHMAN COLLE
573320,4077714,294892017,06/27/2019,ROBBERY,COMPLETED,FELONY,QUEENS,1012926.0,196423.0,40.705774275000074,-73.89657382599995,"(40.705774275000074, -73.89657382599995)",FRESH POND ROAD
573348,4077743,244312702,05/30/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,BROOKLYN,1005571.0,181640.0,40.66521910700004,-73.92314834999998,"(40.66521910700004, -73.92314834999998)",SUTTER AVENUE-RUTLAND ROAD
573359,4077754,666533982,07/05/2019,FORGERY,COMPLETED,FELONY,MANHATTAN,1001575.0,232339.0,40.804384046000045,-73.93742166899995,"(40.804384046000045, -73.93742166899995)",125 STREET
573409,4077805,793639604,07/03/2019,PETIT LARCENY,COMPLETED,MISDEMEANOR,MANHATTAN,988886.0,207857.0,40.737203099000055,-73.98327259799999,"(40.737203099000055, -73.98327259799999)",14 ST.-UNION SQUARE
573422,4077818,667811328,07/07/2019,GRAND LARCENY,COMPLETED,FELONY,QUEENS,999983.0,211359.0,40.74680243800003,-73.94322126299994,"(40.74680243800003, -73.94322126299994)",COURT SQUARE
